"Codigo de via";"Clase de la via";"Particula de la via";"Nombre de la via";"Tipo de tramo ";"Nombre de la aproximacion";"Numero inicial del tramo";"Calificador del numero inicial del tramo";"Numero final del tramo";"Calificador del numero final del tramo";"Zona S E R  del tramo"
"00126400";"CALLE                   ";"DE    ";"CALVO ASENSIO                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000071"
"00126400";"CALLE                   ";"DE    ";"CALVO ASENSIO                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000071"
"00127300";"PASAJE                  ";"DE    ";"CAMARMA DE ESTERUELAS                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000052"
"00127300";"PASAJE                  ";"DE    ";"CAMARMA DE ESTERUELAS                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000052"
"00128100";"PLAZA                   ";"DE    ";"CAMORRITOS                                      ";"impar";"NUM";"000001";"  ";"000005";"  ";"000153"
"00128100";"PLAZA                   ";"DE    ";"CAMORRITOS                                      ";"par  ";"NUM";"000002";"  ";"000004";"  ";"000153"
"00128300";"CALLE                   ";"DEL   ";"CAMPANAR                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000044"
"00128300";"CALLE                   ";"DEL   ";"CAMPANAR                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000044"
"00128400";"GLORIETA                ";"DEL   ";"CAMPANAR                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000044"
"00128400";"GLORIETA                ";"DEL   ";"CAMPANAR                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000044"
"00128600";"CALLE                   ";"DE LAS";"CAMPANILLAS                                     ";"impar";"NUM";"000001";"  ";"000999";"  ";"000053"
"00128600";"CALLE                   ";"DE LAS";"CAMPANILLAS                                     ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000053"
"00128900";"CALLE                   ";"DEL   ";"CAMPILLO                                        ";"impar";"NUM";"000001";"  ";"000025";"  ";"000102"
"00128900";"CALLE                   ";"DEL   ";"CAMPILLO                                        ";"par  ";"NUM";"000002";"  ";"000028";"  ";"000102"
"00129000";"PLAZA                   ";"DEL   ";"CAMPILLO DEL MUNDO NUEVO                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000012"
"00129000";"PLAZA                   ";"DEL   ";"CAMPILLO DEL MUNDO NUEVO                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000012"
"00129300";"PLAZA                   ";"DEL   ";"CAMPO DE CRIPTANA                               ";"impar";"NUM";"000001";"  ";"099999";"  ";"000124"
"00129300";"PLAZA                   ";"DEL   ";"CAMPO DE CRIPTANA                               ";"par  ";"NUM";"000002";"  ";"099998";"  ";"000124"
"00129700";"CALLE                   ";"DE    ";"CAMPO REAL                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000066"
"00129700";"CALLE                   ";"DE    ";"CAMPO REAL                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000066"
"00129800";"PASAJE                  ";"DE    ";"CAMPO REAL                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000052"
"00129800";"PASAJE                  ";"DE    ";"CAMPO REAL                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000052"
"00129900";"CALLE                   ";"DE    ";"CAMPOAMOR                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000014"
"00129900";"CALLE                   ";"DE    ";"CAMPOAMOR                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000014"
"00130000";"CALLE                   ";"DE    ";"CAMPOMANES                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00130000";"CALLE                   ";"DE    ";"CAMPOMANES                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00130500";"PASAJE                  ";"DE    ";"CAN MAYOR                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000033"
"00130500";"PASAJE                  ";"DE    ";"CAN MAYOR                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000033"
"00130600";"PASAJE                  ";"DE    ";"CAN MENOR                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000033"
"00130600";"PASAJE                  ";"DE    ";"CAN MENOR                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000033"
"00131900";"PLAZA                   ";"DE    ";"CANALEJAS                                       ";"impar";"NUM";"000001";"  ";"000001";"  ";"000163"
"00131900";"PLAZA                   ";"DE    ";"CANALEJAS                                       ";"impar";"NUM";"000003";"  ";"000005";"  ";"000013"
"00131900";"PLAZA                   ";"DE    ";"CANALEJAS                                       ";"par  ";"NUM";"000002";"  ";"000004";"  ";"000013"
"00131900";"PLAZA                   ";"DE    ";"CANALEJAS                                       ";"par  ";"NUM";"000006";"  ";"000006";"  ";"000163"
"00132200";"PASAJE                  ";"DE LA ";"CANALIZACION                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000125"
"00132300";"CALLE                   ";"DE LAS";"CANARIAS                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000026"
"00132300";"CALLE                   ";"DE LAS";"CANARIAS                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000026"
"00132450";"PLAZA                   ";"DE LA ";"CANCILLERIA                                     ";"impar";"NUM";"000001";"  ";"009999";"  ";"000091"
"00132450";"PLAZA                   ";"DE LA ";"CANCILLERIA                                     ";"par  ";"NUM";"000002";"  ";"009998";"  ";"000091"
"00132500";"CALLE                   ";"DE    ";"CANDELARIA MORA                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000024"
"00132500";"CALLE                   ";"DE    ";"CANDELARIA MORA                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000024"
"00133300";"CALLE                   ";"DE    ";"CANILLAS                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000052"
"00133300";"CALLE                   ";"DE    ";"CANILLAS                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000052"
"00133450";"CAMINO                  ";"DE    ";"CANILLAS                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000044"
"00133450";"CAMINO                  ";"DE    ";"CANILLAS                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000044"
"00133900";"PLAZA                   ";"DE    ";"CANOVAS DEL CASTILLO                            ";"impar";"NUM";"000003";"  ";"000005";"  ";"000013"
"00133900";"PLAZA                   ";"DE    ";"CANOVAS DEL CASTILLO                            ";"par  ";"NUM";"000002";"  ";"000002";"  ";"000035"
"00133900";"PLAZA                   ";"DE    ";"CANOVAS DEL CASTILLO                            ";"par  ";"NUM";"000004";"  ";"000004";"  ";"000013"
"00134800";"CALLE                   ";"DEL   ";"CANTUESO                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00134800";"CALLE                   ";"DEL   ";"CANTUESO                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00135400";"CALLE                   ";"DE LAS";"CAÑAS                                           ";"impar";"NUM";"000003";"  ";"000013";"  ";"000157"
"00135400";"CALLE                   ";"DE LAS";"CAÑAS                                           ";"par  ";"NUM";"000002";"  ";"000008";"  ";"000157"
"00135500";"TRAVESIA                ";"DE LAS";"CAÑAS                                           ";"impar";"NUM";"000001";"  ";"009999";"  ";"000157"
"00135500";"TRAVESIA                ";"DE LAS";"CAÑAS                                           ";"par  ";"NUM";"000002";"  ";"000004";"  ";"000157"
"00135600";"CALLE                   ";"DEL   ";"CAÑAVERAL                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000064"
"00135600";"CALLE                   ";"DEL   ";"CAÑAVERAL                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000064"
"00135900";"CALLE                   ";"DE LOS";"CAÑIZARES                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000012"
"00135900";"CALLE                   ";"DE LOS";"CAÑIZARES                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000012"
"00136500";"CALLE                   ";"DE LOS";"CAÑOS DEL PERAL                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00136500";"CALLE                   ";"DE LOS";"CAÑOS DEL PERAL                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00136700";"CUESTA                  ";"DE LOS";"CAÑOS VIEJOS                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00136700";"CUESTA                  ";"DE LOS";"CAÑOS VIEJOS                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00137000";"CALLE                   ";"DEL   ";"CAPITAN BLANCO ARGIBAY                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00137000";"CALLE                   ";"DEL   ";"CAPITAN BLANCO ARGIBAY                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00137300";"PASAJE                  ";"DE LA ";"REMONTA                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00137300";"PASAJE                  ";"DE LA ";"REMONTA                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00137400";"CALLE                   ";"DEL   ";"POETA JOAN MARAGALL                             ";"impar";"NUM";"000001";"  ";"000015";" B";"000062"
"00137400";"CALLE                   ";"DEL   ";"POETA JOAN MARAGALL                             ";"impar";"NUM";"000017";"  ";"000999";"  ";"000063"
"00137400";"CALLE                   ";"DEL   ";"POETA JOAN MARAGALL                             ";"par  ";"NUM";"000002";"  ";"000012";"  ";"000062"
"00137400";"CALLE                   ";"DEL   ";"POETA JOAN MARAGALL                             ";"par  ";"NUM";"000014";"  ";"000998";"  ";"000063"
"00137600";"CALLE                   ";"DEL   ";"CAPITAN SALAZAR MARTINEZ                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000012"
"00137600";"CALLE                   ";"DEL   ";"CAPITAN SALAZAR MARTINEZ                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000012"
"00137800";"COSTANILLA              ";"DE LOS";"CAPUCHINOS                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000014"
"00137800";"COSTANILLA              ";"DE LOS";"CAPUCHINOS                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000014"
"00138700";"CALLE                   ";"DE    ";"CARABAÑA                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000024"
"00138700";"CALLE                   ";"DE    ";"CARABAÑA                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000024"
"00139000";"CALLE                   ";"DE    ";"CARACAS                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000074"
"00139000";"CALLE                   ";"DE    ";"CARACAS                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000074"
"00139300";"CALLE                   ";"DE    ";"CARAMUEL                                        ";"impar";"NUM";"000001";"  ";"000053";"  ";"000102"
"00139300";"CALLE                   ";"DE    ";"CARAMUEL                                        ";"par  ";"NUM";"000002";"  ";"000070";"  ";"000102"
"00139800";"CALLE                   ";"DE    ";"CARAVACA                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000012"
"00139800";"CALLE                   ";"DE    ";"CARAVACA                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000012"
"00140000";"CALLE                   ";"DE    ";"CARBALLIDO                                      ";"impar";"NUM";"000001";"  ";"000007";"  ";"000102"
"00140000";"CALLE                   ";"DE    ";"CARBALLIDO                                      ";"par  ";"NUM";"000002";"  ";"000004";"  ";"000102"
"00140150";"PLAZA                   ";"DE    ";"CARBALLO                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000084"
"00140150";"PLAZA                   ";"DE    ";"CARBALLO                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000084"
